"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id","inclusion","labels1","labels2","labels3","exclusion_reasons1","exclusion_reasons2"
"rayyan-219981812","Benthic macroinvertebrates and degradation of phytomass as indicators of ecosystem functions in flooded rice cropping",2017,4,1,"PESQUISA AGROPECUARIA BRASILEIRA","[""0100-204X"", ""1678-3921""]",52,4,"261-270","Winckler, Lilian Terezinha and Guths, Angelica Konradt and Gayer, Pmela Rodrigues","","",NA,"[""Embrapa Clima Temperado, Rodovia BR-392,Km 78,9 Dist, BR-96010971 Pelotas, RS, Brazil"", ""Univ Fed Pelotas, Rua Gomes Carneiro 01,Campus Porto, BR-96010610 Pelotas, RS, Brazil"", ""Inst Fed Sul Rio Grandense, Praca Vinte Setembro 455,Campus Pelotas, BR-96015360 Pelotas, RS, Brazil""]","The objective of this work was to evaluate the ecosystem functions of a natural wetland and of artificially flooded rice areas, managed under organic and conventional systems, by phytomass degradation and by the colonization of this material by benthic macroinvertebrates. The experiment was carried out in a natural wetland area, and in two flooded rice areas managed under organic and conventional systems. Twenty-five decomposition bags filled with 10 g of dry vegetation were installed in each site. At 14, 28, 42, 56, and 70 days after the beginning of the experiment, five bags from each site were collected. Macroinvertebrates were identified and classified by functional trophic group. The number of species of benthic macroinvertebrates increased: natural wetland > organic system > conventional system. The Chironomidae group was present in all areas, confirming its food plasticity and adaptability to different substrates and environmental stress situations. The Amphipoda group was present only in the artificially flooded rice area, and the Acari, only in the natural wetland. The diversity of species in the natural wetland area was higher than in the artificially flooded rice area. Nutrient cycling, provided by phytomass decomposition, is affected by the management system, and the delay in this process causes a reduction of the ecosystem functions in the conventional system.     PU  - EMPRESA BRASIL PESQ AGROPEC     PI  - BRASILIA DF     PA  - EMBRAPA INFORMACAO TECNOLOGICA, PESQUISA AGROPECUARIA BRASILEIRA - PAB, CAIXA POSTAL 040315, 70770-901 BRASILIA DF, BRAZIL",NA,"10.1590/S0100-204X2017000300006","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981813","Soil attributes and leaf litter composition in forest communities of the Brazilian Pantanal",2024,NA,NA,"ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","[""0001-3765"", ""1678-2690""]",96,NA,"","Nascimento, Diogo C. and Correa, Guilherme R. and Campos, PRiMULA, V and Gradella, Frederico Dos S. and Schaefer, Carlos Ernesto G. R. and Bueno, Marcelo leandro and Duarte, Polyanna C.","","",NA,"[""Ctr Fed Educ Tecnol Estado Minas Gerais, Dept Engn Civil & Meio Ambiente, R Raymundo Mattoso 900, BR-35790636 Curvelo, MG, Brazil"", ""Univ Fed Uberlandia, Inst Geog, Ave Joao Naves de Avila 2121, BR-38408100 Uberlandia, MG, Brazil"", ""Univ Fed Vicosa, Dept Solos, Ave Peter Henry Rolfs, BR-36570900 Vicosa, MG, Brazil"", ""Univ Fed Mato Grosso do Sul, Campus Tres Lagoas,Ave Ranulpho Marques Leal 3484, BR-79610100 Tres Lagoas, MS, Brazil"", ""Univ Estadual Mato Grosso Sul, Unidade Mundo Novo, BR 163,Km 20, BR-79980000 Mundo Novo, MS, Brazil"", ""Univ Fed Lavras, Fac Zootecnia & Med Vet, BR-37203202 Lavras, MG, Brazil""]","Leaf litter is an important component related to nutrient cycling and conservation of soil biodiversity. In this context, the objective of our study was to investigate the relationship between soil and leaf litter in different forest communities in sub-regions of the Pantanal (Nhecol & acirc;ndia and Abobral/Miranda). To this end, we collected soil and leaf litter samples from 152 sample plots divided in physiognomies regionally called as Cordilheira, Cap & atilde;o, Murundu, Corixo and Cambar & aacute;/Canjiqueira forest. In the laboratory, analytical determinations were conducted for 22 soil attributes and 11 elements of the chemical composition of the leaf litter. The forest communities showed a great well-defined edaphic gradient encompassing environments with high natural fertility soils (Cap & atilde;o and Cordilheira Abobral/Miranda), acidic soils with a high proportion of soluble Al3+(Cambar & aacute;/Canjiqueira, and Corixo), and poorly developed soils with a predominantly sandy texture (Nhecol & acirc;ndia region, Cordilheira and Murundu). Soil attributes are significantly related to the chemical composition of litter, as indicated by correlations between N, P, Ca, Mg, Mn and the C/N ratio with physical, chemical and soil organic matter attributes. This study revealed the interaction of soils with the chemical composition of litter, constituting an ecosystem service, in forest communities in the Brazilian Pantanal.     PU  - ACAD BRASILEIRA DE CIENCIAS     PI  - RIO JANEIRO     PA  - RUA ANFILOFIO DE CARVALHO, 29, 3 ANDAR, 20030-060 RIO JANEIRO, BRAZIL",NA,"10.1590/0001-3765202420240709","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981814","Organic farming enhances soil carbon and nitrogen dynamics in oil palm crops from Southeast Amazon",2022,1,2,"SOIL SCIENCE AND PLANT NUTRITION","[""0038-0768"", ""1747-0765""]",68,1,"104-113","Mardegan, Silvia Fernanda and de Castro, Arianne Flexa and Noirtin Freitas Chaves, Siglea Sanna and dos Santos Freitas, Richardson Sandro and Avelar, Manoela Sena and Oliveira Teixeira Filho, Fabio Alexandre","","",NA,"[""Univ Fed Para, Inst Ciencias Biol, Lab Sistemat & Ecol Vegetal, Ave Augusto Correa 01, BR-66075110 Belem, Para, Brazil"", ""Univ Sao Paulo, Ctr Energia Nucl Agr, Lab Ecol Isotop, Sao Dimas, Piracicaba, Brazil""]","The expansion of oil palm (Elaeis guineensis Jacq, Arecaceae) crops threatens tropical rainforests. It negatively impacts a series of ecosystem services and functions, including carbon (C) sequestration and dynamics, as well as nutrient cycling. Such negative impacts have pressured companies to adopt conservationist practices in palm oil production. And yet the conversion from conventional to organic farming has gained space in the last decade, studies assessing the effects of organic oil palm crops on ecosystem functioning are still scarce. Here, we assessed how alternative farming practices affect organic matter dynamics in oil palm crops. We compared oil palm crops under conventional (CP) and organic (OP) farming in Southeast Amazon. We also sampled lowland dense ombrophilous forest (floresta densa de terra firme, FT) as reference. Soils were sampled at 0-10, 10-20, and 20-30 cm depth intervals to determine soil physical-chemical properties and C and nitrogen (N) concentrations and stocks. The highest soil C and N concentrations were found at 0-10 cm interval in CP and OP. We detected no variation in soil C and N stocks within depth intervals in FT and CP, while OP had higher soil C and N stocks at the 0-10 cm interval. When comparing OP and CP crops, soil C concentrations and stocks did not vary within zones or depth intervals. All OP zones had higher soil N concentrations and stocks than their conventional counterparts, and we found a variation within depth intervals. Our results show that organic farming has positively influenced organic matter dynamics. Organic oil palm crops preserved and even increased C and N sequestration.     PU  - TAYLOR & FRANCIS LTD     PI  - ABINGDON     PA  - 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",NA,"10.1080/00380768.2022.2031285","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981815","Potential of biochar to restoration of microbial biomass and enzymatic activity in a highly degraded semiarid soil",2024,10,30,"SCIENTIFIC REPORTS","2045-2322",14,1,"","Barbosa, Francisco L. A. and Santos, Joao M. R. and Mota, Jaedson C. A. and Costa, Mirian C. G. and Araujo, Ademir S. F. and Garcia, Kaio G. V. and Almeida, Murilo S. and Nascimento, Icaro V. and Medeiros, Erika V. and Ferreira, Odair P. and Souza Filho, Antonio G. and Fregolente, Lais G. and Sousa, Helon H. F. and Borges, Wardsson L. and Pereira, Arthur Prudencio de Araujo","","",NA,"[""Univ Fed Ceara, Fortaleza, CE, Brazil"", ""Univ Fed Piaui, Teresina, Piaui, Brazil"", ""Fed Univ Agreste Pernambuco, Garanhuns, PE, Brazil"", ""Univ Estadual Londrina, Londrina, Parana, Brazil"", ""Brazilian Agr Res Corp Trop Agroind, Fortaleza, Ceara, Brazil""]","Biochar is an effective material for enhancing soil ecosystem services. However, the specific impacts of biochar on microbial indicators, particularly in degraded soils, remain poorly understood. This study aimed to evaluate the effects of biochar produced from cashew residues and sewage sludge, in a highly degraded soil, on microbial indicators. We analyzed soil chemical composition and microbial biomass C and N, enzyme activity, and stoichiometry. Cashew biochar increased soil respiration, indicating a higher availability of C to microorganisms compared to sewage sludge biochar and a better adaptation of soil microbial communities to C-rich organic material obtained from a native plant. Although the biochar differentially impacted microbial biomass C, both significantly increased N in the microbial biomass. Arylsulphatase activity did not respond to biochar application, while beta-glucosidase, urease, and phosphatases showed significant changes with biochar treatments. Importantly, stoichiometry and vector analysis revealed that both types of biochar increased P limitation for soil microbes. Conversely, both biochar alleviated C and N limitations for the soil microbes. Thus, biochar applications in highly degraded soils should be supplemented with external P sources to maintain soil functions, mainly for cashew residues. Our results provide evidence that biochar can restore soil biological properties and enhance the availability of C and N to microorganisms. These findings have significant implications for restoration practices in degraded lands of semiarid regions.     PU  - NATURE PORTFOLIO     PI  - BERLIN     PA  - HEIDELBERGER PLATZ 3, BERLIN, 14197, GERMANY",NA,"10.1038/s41598-024-77368-9","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981816","Warm-climate, legume-grass forage mixtures versus grass-only swards: An ecosystem services comparison",2022,NA,NA,"REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE","[""1516-3598"", ""1806-9290""]",51,NA,"","Sollenberger, Lynn E. and Batista Dubeux Junior, Jose Carlos","","",NA,"[""Univ Florida, Dept Agron, Gainesville, FL 32611 USA"", ""Univ Florida, North Florida Res & Educ Ctr, Marianna, FL 32446 USA""]","Integrating warm-climate forage legumes into grass monocultures has received significant research attention during the past 70 years, but widespread adoption by end users has been elusive. The objectives of this review are to provide historical context regarding legume use in warm-climate grasslands; synthesize the current literature addressing contributions to grassland ecosystem services of warm-climate, grass-only vs. legume-grass mixed swards; and consider how to achieve more widespread adoption of legume technology in warm climates. For this review, warm- climate grasslands are considered those in areas between latitudes 30 degrees N and 30 degrees S, where C4 perennial grasses dominate. The literature suggests measurable advantages in animal performance, soil carbon accumulation, and nutrient cycling of legume-grass mixtures are most likely when grass-only swards receive little or no N fertilizer. Advantages are less or may disappear when mixtures are compared with grasses receiving high N fertilizer rates. In contrast, amelioration of greenhouse gas emissions is often most pronounced for mixtures when compared with grass-only swards receiving high rates of N, because of the magnitude of N fertilizer effects on emissions. Going forward, there is need to focus on selecting for, and thoroughly documenting legume persistence, achieving low-risk and affordable legume establishment methods, assessing compatibility of legumes in mixture with grasses prior to legume cultivar release, emphasizing adoption of both legume species and optimal management practices, and recognizing scientists must assume a larger and more intentional role in encouraging adoption by end-users of research innovations, in addition to our traditional role in technology and product development.     PU  - REVISTA BRASILEIRA ZOOTECNIA BRAZILIAN JOURNAL ANIMAL SCI     PI  - VICOSA-MG     PA  - UNIVERSIDADE FEDERAL VICOSA,, 36571-000 VICOSA-MG, BRAZIL",NA,"10.37496/rbz5120210198","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981819","How good are tropical forest patches for ecosystem services provisioning?",2014,2,1,"LANDSCAPE ECOLOGY","[""0921-2973"", ""1572-9761""]",29,2,"187-200","Ferraz, Silvio F. B. and Ferraz, Katia M. P. M. B. and Cassiano, Carla C. and Brancalion, Pedro Henrique S. and da Luz, Daniela T. A. and Azevedo, Thais N. and Tambosi, Leandro R. and Metzger, Jean Paul","","",NA,"[""Univ Sao Paulo, Luiz de Queiroz Coll Agr, Dept Forest Sci, Piracicaba, SP, Brazil"", ""Univ Sao Paulo, Luiz de Queiroz Coll Agr, Forest Resources Grad Program, Piracicaba, SP, Brazil"", ""Univ Sao Paulo, Biosci Inst, Terr & Aquat Ecosyst Ecol Program, Sao Paulo, Brazil"", ""Univ Sao Paulo, Dept Ecol, Biosci Inst, Sao Paulo, Brazil""]","Native forests play an important role regarding ecosystem services related to biodiversity, water, and nutrient cycling, and the intensity of those services should be related to the amount, configuration and quality of the forest. However, in highly dynamic landscapes, such as some tropical regions, ecosystem services are potentially affected not only by the present landscape structure, but also by the historical land use. Here we propose a simple methodological framework to evaluate the contribution of past landscape dynamics and present landscape structure in the provision of ecosystem services. We applied this framework to a traditional agricultural landscape from the Brazilian Atlantic Forest hotspot, where natural forests cover has increased from 8 to 16 % in the last 60 years (1962-2008), and where old forests are being reduced while young forests are being regenerated. Forests of different ages, in association with current landscape structure, reveal a mosaic of forest patches under different conditions, implying different abilities to deliver ecosystem services. With the replacement of old-growth forests by young-regenerating forests and a high level of forest fragmentation, less than 1/4 of the current forest cover is able to fully satisfy the ecosystem service demands. To avoid such tendency, government policies should not only focus on increasing forest cover, but also in conserving old-growth forest fragments or increasing forest quality. The proposed methodology allows integrating historical land use and current landscape structure to evaluate ecosystem services provision and can be useful to establish programs of payment for ecosystem services.     PU  - SPRINGER     PI  - DORDRECHT     PA  - VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",NA,"10.1007/s10980-014-9988-z","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981820","The role of land use, management, and microbial diversity depletion on glyphosate biodegradation in tropical soils",2023,8,15,"ENVIRONMENTAL RESEARCH","[""0013-9351"", ""1096-0953""]",231,NA,"","Martins, Guilherme Lucio and de Souza, Adijailton Jose and Osti, Julio Flavio and Gontijo, Julia Branda and Cherubin, Mauricio Roberto and Viana, Douglas Gomes and Rodrigues, Mayra Maniero and Tornisielo, Valdemar Luiz and Regitano, Jussara Borges","","",NA,"[""Univ Sao Paulo, Luiz de Queiroz Coll Agr ESALQ, Piracicaba, SP, Brazil"", ""Univ Sao Paulo, Ctr Nucl Energy Agr CENA, Piracicaba, SP, Brazil""]","Land use and management changes affect the composition and diversity of soil bacteria and fungi, which in turn may alter soil health and the provision of key ecological functions, such as pesticide degradation and soil detoxification. However, the extent to which these changes affect such services is still poorly understood in tropical agroecosystems. Our main goal was to evaluate how land-use (tilled versus no-tilled soil), soil management (N-fertilization), and microbial diversity depletion [tenfold (D1 = 10-1) and thousandfold (D3 = 10-3) dilutions] impacted soil enzyme activities (beta-glycosidase and acid phosphatase) involved in nutrient cycles and glyphosate mineralization. Soils were collected from a long-term experimental area (35 years) and compared to its native forest soil (NF). Glyphosate was selected due to its intensive use in agriculture worldwide and in the study area, as well as its recalcitrance in the environment by forming inner sphere complexes. Bacterial communities played a more important role than the fungi in glyphosate degradation. For this function, the role of microbial diversity was more critical than land use and soil management. Our study also revealed that conservation tillage systems, such as no-tillage, regardless of nitrogen fertilizer use, mitigates the negative effects of microbial diversity depletion, being more efficient and resilient regarding glyphosate degradation than conventional tillage systems. No-tilled soils also presented much higher beta-glycosidase and acid phosphatase activities as well as higher bacterial diversity indexes than those under conventional tillage. Consequently, conservation tillage is a key component for sustaining soil health and its functionality, providing critical ecosystem functions, such as soil detoxification in tropical agroecosystems.     PU  - ACADEMIC PRESS INC ELSEVIER SCIENCE     PI  - SAN DIEGO     PA  - 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA",NA,"10.1016/j.envres.2023.116178","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981821","Concluding remarks: overall impacts on biodiversity and future perspectives for conservation in the Pantanal biome",2011,4,1,"BRAZILIAN JOURNAL OF BIOLOGY","1519-6984",71,1,"337-341","Alho, C. J. R.","","",NA,"Univ Anhanguera Uniderp, Programa Posgrad Meio Ambiente & Desenvolvimento, BR-79037280 Campo Grande, MS, Brazil","The Pantanal biome is characterised by seasonal flooding which determines specific ecosystem processes, with the occurrence of adapted plants and animals to the annual shrinking and expansion of habitats due to the seasonal hydrological regime. Biodiversity abundance varies during the dry and wet seasons. The Pantanal's biodiversity is a fundamental component of ecosystem services for human society, including nutrient cycling, fish production, ecotourism, carbon storage, flood control, among others, which are relevant to regional and global environmental consequences. The biome has been impacted by the conversion of natural vegetation into agricultural fields and pasture for cattle raising, with alteration and loss of natural habitats and biodiversity. Major negative impacts occur in uplands, with drastic deforestation of savanna vegetation, where main rivers feeding the Pantanal have their springs. This article discusses future needs and priorities for ecological research, in order to better understand the biome's natural system, to achieve conservation and sustainable use.     PU  - INT INST ECOLOGY     PI  - SAO CARLOS     PA  - RUA BENTO CARLOS, 750 - CENTRO, SAO CARLOS, SP 00000, BRAZIL",NA,"10.1590/S1519-69842011000200013","",NA,NA,"Excluded",NA,NA,NA,"wrong outcome",NA
"rayyan-219981822","Sustainable Sugarcane Straw Special Issue: Considerations for Brazilian Bioenergy Production",2019,12,1,"BIOENERGY RESEARCH","[""1939-1234"", ""1939-1242""]",12,4,"746-748","Nunes Carvalho, Joao Luis and Cerri, Carlos Eduardo P. and Karlen, Douglas L.","","",NA,"[""Brazilian Ctr Energy & Mat Res CNPEM, Brazilian Biorenewables Natl Lab LNBR, Giuseppe Maximo Scolfaro St 10000, BR-13083100 Campinas, SP, Brazil"", ""Univ Sao Paulo, Coll Agr Luiz de Queiroz, Dept Soil Sci, CP 09, BR-13418900 Piracicaba, SP, Brazil"", ""USDA ARS, 487 Ashland Ave, St Paul, MN 55102 USA""]","This issue of Bioenergy Research summarizes the results of two large-scale projects aiming to provide quantitative data to support decision-making for straw management and establish rational plans for sustainable straw removal without compromising soil health, greenhouse gas (GHG) emissions, and sugarcane yield in Brazil. These projects cover results from multi-disciplinary research quantifying the effects of sugarcane straw harvest, transport, and conversion into biofuel, bioelectricity, or bio-renewable. Seventeen publications from a cross-institutional group addressing soil health, nutrient cycling and fertilizer management, GHG emissions, pest management, crop yield, engineering solutions, and industrial performance are included in this special issue. Overall, the main findings confirm that sustainable straw removal is feasible in Brazil, but integrated knowledge should be used to ensure that straw removal for industrial uses will not compromise soil ecosystem services and crop yields. We believe that this special issue provides an amalgamation of high-level scientific information and can be used on a strategic basis by academics, sugarcane industry, and policy makers at both state and national government levels.     PU  - SPRINGER     PI  - NEW YORK     PA  - ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",NA,"10.1007/s12155-019-10063-0","",NA,NA,"Included","agricultural improvement",NA,NA,NA,NA
"rayyan-219981826","Decrease in faeces removal and soil bioturbation by dung beetles in genetically modified maize plantations in southern Brazil",2023,4,NA,"ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA","[""0013-8703"", ""1570-7458""]",171,4,"300-311","Ferreira, Luiz Fernando and Lovato, Paulo Emilio and Hernandez, Malva Isabel Medina","","",NA,"[""Univ Fed Santa Catarina, Biol Sci Ctr, Dept Ecol & Zool, BR-88040900 Florianopolis, SC, Brazil"", ""Univ Fed Santa Catarina, Ctr Agr Sci, Dept Rural Engn, Florianopolis, SC, Brazil""]","Ecosystem functions are the product of the interaction between living and non-living components, providing goods and services that satisfy the needs of humans and other organisms, directly or indirectly. Dung beetles (Coleoptera: Scarabaeidae, Scarabaeinae) contribute to soil improvement through their feeding and reproductive behaviour by removing and burying faeces and thus participating in processes associated with nutrient cycling. Our aim was to investigate the structure of the community of beetles, biomass, and the ecosystem functions performed by them in maize plantations on five farms with GM maize, five with unmodified hybrids, and five with landrace (traditional) maize. We measured faecal removal, soil bioturbation, richness, abundance, and biomass of the dung beetle community. Arenas to quantify functions were installed to measure faeces' burial and the soil turned over by dung beetles. After measuring the functions, beetles were sampled with baited pitfall traps installed at the same sampling points. Ground cover was measured at all sites. Further, nesting houses were installed on each field to check for nesting inside the plantations. We recorded a total of 198 dung beetles belonging to 18 species. The lowest abundance occurred in GM maize plantations, and the highest abundance was found in conventional maize plantations. Dung beetle nesting activity was higher in landrace maize crops. Faeces removal and soil bioturbation had lower values in GM maize fields, mainly due to a decrease in large paracoprids (tunnelers), which are responsible for most ecosystem functions.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"10.1111/eea.13276","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981828","Microbial diversity and anaerobic hydrocarbon degradation potential in an oil-contaminated mangrove sediment",2012,8,30,"BMC MICROBIOLOGY","1471-2180",12,NA,"","Andrade, Luiza L. and Leite, Deborah C. A. and Ferreira, Edir M. and Ferreira, Livia Q. and Paula, Geraldo R. and Maguire, Michael J. and Hubert, Casey R. J. and Peixoto, Raquel S. and Domingues, Regina M. C. P. and Rosado, Alexandre S.","","",NA,"[""Univ Fed Rio de Janeiro, Inst Microbiol Paulo de Goes, Lab Ecol Mol Microbiana, Rio De Janeiro, Brazil"", ""Univ Fed Rio de Janeiro, Inst Microbiol Paulo de Goes, Lab Biol Anaerobios, Rio De Janeiro, Brazil"", ""Newcastle Univ, Sch Civil Engn & Geosci, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England""]","Background: Mangrove forests are coastal wetlands that provide vital ecosystem services and serve as barriers against natural disasters like tsunamis, hurricanes and tropical storms. Mangroves harbour a large diversity of organisms, including microorganisms with important roles in nutrient cycling and availability. Due to tidal influence, mangroves are sites where crude oil from spills farther away can accumulate. The relationship between mangrove bacterial diversity and oil degradation in mangrove sediments remains poorly understood.Results: Mangrove sediment was sampled from 0-5, 15-20 and 35-40 cm depth intervals from the Surui River mangrove (Rio de Janeiro, Brazil), which has a history of oil contamination. DGGE fingerprinting for bamA, dsr and 16S rRNA encoding fragment genes, and qPCR analysis using dsr and 16S rRNA gene fragment revealed differences with sediment depth.Conclusions: Analysis of bacterial 16S rRNA gene diversity revealed changes with depth. DGGE for bamA and dsr genes shows that the anaerobic hydrocarbon-degrading community profile also changed between 5 and 15 cm depth, and is similar in the two deeper sediments, indicating that below 15 cm the anaerobic hydrocarbon-degrading community appears to be well established and homogeneous in this mangrove sediment. qPCR analysis revealed differences with sediment depth, with general bacterial abundance in the top layer (0-5 cm) being greater than in both deeper sediment layers (15-20 and 35-40 cm), which were similar to each other.     PU  - BMC     PI  - LONDON     PA  - CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",NA,"10.1186/1471-2180-12-186","",NA,NA,"Excluded",NA,NA,NA,"disturbance detection",NA
"rayyan-219981837","Vegetation degradation alters soil physicochemical properties and potentially affects ecosystem services in green spaces of a tropical megacity (Lubumbashi, DR Congo)",2024,6,NA,"GEODERMA REGIONAL","2352-0094",37,NA,"","Mashagiro, Grace Queen and Mujinya, Bazirake Basile and Colinet, Gilles and Mahy, Gregory","","",NA,"[""Univ Lubumbashi, Fac Agron, Dept Management Nat & Renewable Resources, Lubumbashi 1825, DEM REP CONGO"", ""Univ Liege, Gembloux Agrobio Tech, Biodivers & Landscape unit, B-5030 Gembloux, Belgium"", ""Univ Liege, Water Soil Plant Unit, TERRA Gembloux Agrobio Tech, B-5030 Gembloux, Belgium""]","Urban soils are degraded by various human pressures, including vegetation degradation, leading to changes in physical and chemical characteristics and affecting important ecosystem services. Soil physical properties are an important fertility control parameter, providing the basis for sustainable soil use in urban conditions; however, they do not receive sufficient attention in work on tropical cities. We assessed the impact of vegetation degradation in six urban green spaces (bare soils versus vegetated soils) on the physical (texture, soil bulk density and structure) and chemical (pH, cation exchange capacity (CEC), organic carbon (OC), nitrogen (N), phosphorus (P), potassium (K), copper (Cu) and manganese (Mn)) qualities of soils in a tropical megacity (Lubumbashi, DR Congo). Vegetated soils presented better physical and chemical qualities than bare soils. Vegetated soils were characterized by a high clay and silt content and a good consistency (soil structure), while bare soils were characterized by a high sand content and high bulk density. Vegetated soils were characterized by higher pH, OC, N, C/N ratio, CEC, P, and K. There was no significant difference in Mn or Cu between bare and vegetated soils. Cu was highly variable between sites (from 99 +/- 61 mg.kg(-1) in VS to 8559 +/- 151 mg.kg(-1) in BS). Our results demonstrate that the destruction of vegetation, leading to bare soil, negatively affects soil properties and may interfere with ecosystem services provided by urban soils in tropical climates. The physical properties observed in bare soils in this study, including silt, clay, and sand content, soil structure, and soil bulk density, along with chemical properties such as soil pH, cation exchange capacity, and soil organic carbon, can influence the ecosystem services provided by urban soils. These services include regulating water flow and nutrient cycling, enhancing nutrient availability, and supporting ecosystem functions through the cycling of water and nutrients.     PU  - ELSEVIER     PI  - AMSTERDAM     PA  - RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",NA,"10.1016/j.geodrs.2024.e00810","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219981857","Impact of deforestation on mangrove tree diversity, biomass and community dynamics in the Segara Anakan lagoon, Java, Indonesia: A ten-year perspective",2019,10,31,"ESTUARINE COASTAL AND SHELF SCIENCE","[""0272-7714"", ""1096-0015""]",227,NA,"","Nordhaus, Inga and Toben, Marijana and Fauziyah, Arida","","",NA,"[""Leibniz Ctr Trop Marine Res, Fahrenheitstr 6, D-28359 Bremen, Germany"", ""Carl von Ossietzky Univ Oldenburg, Ammerlander Heerstr 114-118, D-26129 Oldenburg, Germany"", ""Univ Jenderal Soedirman, Jalan Dr Suparno 64 Karangwangkal, Purwokerto 53123, Indonesia""]","Indonesia has the largest area and the highest tree species richness but also one of the highest loss rates of mangroves worldwide. The Segara Anakan lagoon is a mangrove-fringed estuarine system in Java which is highly affected by deforestation, sedimentation, and land-use changes. The spatial variability of diversity, community composition, density, height, aboveground biomass and habitat complexity of the mangrove forest in relation to abiotic conditions was studied in 2014/2015. Vegetation characteristics were compared with those available from 2005/2006, and the effects of deforestation on the forest condition were assessed. In total, 15 mangrove tree species were recorded in 2015, six less than ten years ago. The two main areas of the lagoon, the central and eastern one, had a significantly different tree community composition. The central area was dominated by the palm Nypa fruticans and Aegiceras corniculatum and 74% of the ground was covered by the understorey plants Acanthus spp. and Derris trifoliata. Tree density, stand basal area, species number, aboveground biomass, and habitat complexity were significantly lower in the central area as a result of deforestation. Stand basal area and aboveground biomass decreased significantly over the 10 years as well as the density of Avicennia spp., Sonneratia spp., Ceriops spp., Aegiceras corniculatum, and Bruguiera spp. The eastern area was dominated by A. corniculatum and Rhizophora apiculata, and coverage with understorey plants was only 11%. The density of R. apiculata increased significantly over the 10 years as a result of natural regeneration and reforestation. The overall low tree height (2.8 m) and aboveground biomass (18.4 t dry mass ha(-1)) point to a young and degraded forest. In the central lagoon, mangrove reforestation is probably extremely difficult due to the strong expansion of understorey plants. It is assumed that ongoing deforestation will cause a further spread of understorey plants, a decrease in species number, tree density and habitat complexity. A decline in microhabitats and aboveground biomass can lead to a decrease of faunal species and biomass which in turn would influence nutrient cycling and impair the nursery function of the area. Also, important ecosystem services, particularly coastal protection against storms and prevention of coastal erosion are most likely affected.     PU  - ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD     PI  - LONDON     PA  - 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",NA,"10.1016/j.ecss.2019.106300","",NA,NA,NA,NA,NA,NA,NA,NA
