duplicate_id,database,document_type,author,year,title,source,volume,article_number,abstract,keywords,doi,url,notes,ZZ,source_type,issue,start_page,end_page,supertaxa,date_generated,issn,accession_zr,C6,edition,CP,A1,journal,pages,number,isbn,label,record_ids
2718,Scopus,Book chapter,"Osaki, M. and Hirose, K. and Segah, H. and Helmy, F.",2015,Tropical peat and peatland definition in Indonesia,Tropical Peatland Ecosystems,NA,NA,"Tropical peatland ecosystems consider as a key roles not only in the storage of carbon in forests and peat, but also in controlling water resources and in preserving bio-resources and biodiversity. This assessment on peatland definition is intended to adjust existing definition of peatland and further work to improve the existing peatland map that will help identify the gaps amongst various peatland definition. This chapter consists of part, which provides an overview of the importance of peatland both at global and national context, including variety of assessment of peatland contribution to GHG emission.Based on available references, there are two broad peatland definitions: Authoritative and Scientific. In Indonesia, currently there are three Ministries operate under their own authoritative designations of peatland. The Ministry of Environment of Indonesia defines ‘peat’ as a plant residue formed naturally through long-term decomposition processes, accumulating in swamp areas or static reservoirs. The Ministry of Agriculture defines ‘peat’ as soil formed as a result of organic matter accumulation with a naturally occurring composition of greater than 65 % from the decaying vegetation growing on it, whose decomposition is slowed down by anaerobic and wet conditions. Meanwhile, the Ministry of Forestry defines ‘peat’ as organic matter residue accumulating over a long period of time. Several scientific definitions have been introduced and acknowledged by scientific communities, including those developed. These definitions are based on field observations and analyses of peat soil properties. Key elements include physical peat properties, such as degree of decomposition (humification), bulk density, water content, porosity and others, and chemical properties, such as carbon content, ash content, pH, and C/N ratio. Finally, Proposed Peatland Definition of Indonesia is described referencing POLICY MEMO: PEATLAND DEFINITION FROM UNCERTAINTY TO CERTAINTY (Agus Purnomo et al. 2012). © Springer Japan 2016.",2013 wetlands supplement and Carbon flux and IPCC guideline and MRV and National greenhouse gas inventories,10.1007/978-4-431-55681-7_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018914754&doi=10.1007%2f978-4-431-55681-7_9&partnerID=40&md5=43623ba2bdc33da58d13a855bdc5264a,Export Date: 25 April 2025; Cited By: 13,NA,CHAP,NA,137,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2718
2719,Scopus,Article,"Mantoani, M.C. and Torezan, J.M.D.",2016,Regeneration response of Brazilian Atlantic Forest woody species to four years of Megathyrsus maximus removal,Forest Ecology and Management,359,NA,"Guinea-grass (Megathyrsus maximus (Jacq.) B.K. Simon & S.W.L. Jacobs - Poaceae) is an invasive C4 grass that known to slow ecological succession in restoration sites. This study aimed to evaluate the responses of the woody species and M. maximus itself to manual removal in a 20-year-old reforestation site. Forty-five 5. ×. 5-m plots were established in 2008 and evaluated until 2012. The plots were divided into three treatments: control (CON), manual removal for one year (MR1), and manual removal for two years (MR2). All individuals of woody species >10. cm were sampled. Canopy cover, grass cover, and the number of seedlings of M. maximus were also recorded. After the first weeding, M. maximus seedlings were manually uprooted every four months, for a total of three times in MR1 (2008-2009) and six times in MR2 (2008-2010). After the manual removal was stopped, the seedlings of M. maximus were counted and were allowed to grow in order to assess its reestablishment potential. The number of new grass seedlings decreased drastically after the first year with repeated removals and did not differ between removal treatments at any time, even after removals halted, indicating that one year of removal was sufficient to displace the grass. With the exclusion of Guinea-grass, an increase in the abundance and richness of other exotic species was observed until the second year. However, the increase in canopy cover during the four years likely benefited native woody species and impaired M. maximus and other exotics. In addition, after four years, although the woody species richness did not differ between the three treatments, the total abundance and pioneer species richness were higher in both removal treatments. These findings suggest that the grass slows ecological succession. However, both the increase in canopy cover and decrease in grass cover indicate that, in the absence of fire, native vegetation will suppress Guinea-grass. Furthermore, grass removal from the understory of early secondary forests and reforestations can be used to accelerate succession, reducing both fire risk and failures of ecological restoration initiatives. © 2015 Elsevier B.V.",Adaptive management and Ecological restoration and Exotic grasses and Invasive exotic species and Panicum maximum Jacq and Atlantic Forest and Brazil and Panicum maximum and Poaceae and Conservation and Forestry and Plants (botany) and Reforestation and Restoration and Adaptive Management and Ecological restoration and Exotic grasses and Invasive exotic species and Panicum maximum and abundance and adaptive management and grass and invasive species and reforestation and regeneration and restoration ecology and risk assessment and seedling and species richness and woody plant and Ecology,10.1016/j.foreco.2015.10.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943572576&doi=10.1016%2fj.foreco.2015.10.004&partnerID=40&md5=ac49175c126fbddb300ae049fc7b493c,Export Date: 25 April 2025; Cited By: 19,NA,JOUR,NA,141,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2719
2722,Scopus,Article,"de Abreu-Harbich, L.V. and Labaki, L.C. and Matzarakis, A.",2015,Effect of tree planting design and tree species on human thermal comfort in the tropics,Landscape and Urban Planning,138,NA,"Trees behave in different ways on microclimate due to mainly distinct features of each species and planting strategies especially in the tropics. This paper quantifies the daily and seasonal microclimate behavior of various tree species with different planting design either individual or in clusters. This specific knowledge is an important step in the development of urban design guidelines based on the shading of trees and climate adaptation in urban areas in the tropics. It focuses on human thermal comfort based on the physiologically equivalent temperature (PET) for different species. Twelve species were analyzed: Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos, Jacaranda mimosaefolia D. Don., Syzygium cumini L., Mangifera indica L., Pinus palustris L., Pinus coulteri L.; Lafoensia glyptocarpa L., Caesalpinia pluviosa F., Spathodea campanulata P. Beauv., Tipuana tipu F., Delonix indica F. and Senna siamea L. The results show that shading of trees can influence significantly human thermal comfort expressed by (PET). The species C. pluviosa F. presents the best possibility in terms of PET because it can reduce between 12 and 16. °C for individual trees cluster can reduce between 12.5 and 14.5. °C. Appropriate vegetation used for shading public and private areas is essential to mitigate heat stress and can create better human thermal comfort especially in cities. The results can be seen as a possibility of improvement of outdoor thermal comfort conditions and as an important step in order to achieve sustainability in cities. © 2015 Elsevier B.V.",Brazil (Campinas) and Human thermal comfort and Mean radiant temperature and Physiologically equivalent temperature and Tree planting design and Tropical climate and Physiology and Plants (botany) and Reforestation and Tropics and Brazil (Campinas) and Human thermal comfort and Mean radiant temperature and Physiologically equivalent temperatures and Tree plantings and Tropical climates and Thermal comfort,10.1016/j.landurbplan.2015.02.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939996205&doi=10.1016%2fj.landurbplan.2015.02.008&partnerID=40&md5=c6ad325e3d8e487d58fdc45e1f7040e3,Export Date: 25 April 2025; Cited By: 351,NA,JOUR,NA,99,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2722
2726,Scopus,Article,"Callesen, I. and Harrison, R. and Stupak, I. and Hatten, J. and Raulund-Rasmussen, K. and Boyle, J. and Clarke, N. and Zabowski, D.",2016,Carbon storage and nutrient mobilization from soil minerals by deep roots and rhizospheres,Forest Ecology and Management,359,NA,"Roots mobilize nutrients via deep soil penetration and rhizosphere processes inducing weathering of primary minerals. These processes contribute to C transfer to soils and to tree nutrition. Assessments of these characteristics and processes of root systems are important for understanding long-term supplies of nutrient elements essential for forest growth and resilience. Research and techniques have significantly advanced since Olof Tamm's 1934 ""base mineral index"" for Swedish forest soils, and the basic nutrient budget estimates for whole-tree harvesting systems of the 1970s. Recent research in areas that include some of the world's most productive and intensively managed forests, including Brazil and the USA, has shown that root systems are often several meters in depth, and often extend deeper than soil is sampled. Large amounts of carbon are also sometimes stored at depth. Other recent studies on potential release of nutrients due to chemical weathering indicate the importance of root access to deep soil layers. Nutrient release profiles clearly indicate depletion in the top layers and a much higher potential in B and C horizons. Reviewing potential sustainability of nutrient supplies for biomass harvesting and other intensive forest management systems will advance understanding of these important ecosystem properties, processes and services relevant for management. © 2015 Elsevier B.V.",Boreal forest and Deep roots and Mineral weathering and Rhizospheres and Soil carbon and Temperate forest and Brazil and Sweden and United States and Budget control and Ecology and Minerals and Nutrients and Soils and Weathering and Boreal forests and Deep roots and Mineral weathering and Rhizospheres and Soil carbon and Temperate forests and biological weathering and boreal forest and carbon flux and carbon sequestration and chemical weathering and forest soil and mobilization and nutrient availability and rhizosphere and root system and soil carbon and soil horizon and soil nutrient and temperate forest and Forestry,10.1016/j.foreco.2015.08.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949109697&doi=10.1016%2fj.foreco.2015.08.019&partnerID=40&md5=b2bb8e87f2982b25d71c9269809a7335,Export Date: 25 April 2025; Cited By: 39,NA,JOUR,NA,322,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2726
2728,Scopus,Article,"Malik, A. and Fensholt, R. and Mertz, O.",2015,"Economic valuation of Mangroves for comparison with commercial aquaculture in south Sulawesi, Indonesia","Forests, FORESTS",6,NA,"Mangroves are recognized as a provider of a variety of products and essential ecosystem services that contribute significantly to the livelihood of local communities. However, over the past decades, mangroves in many tropical areas including the Takalar district, South Sulawesi have degraded and decreased mainly due to conversion to aquaculture. Currently, little is known about the economic benefits of commercialization of aquaculture as compared to those derived from mangroves in the form of products and services. Here, we estimate the Total Economic Value (TEV) of mangrove benefits in order to compare it with the benefit value of commercial aquaculture. Market prices, replacement costs, benefit transfer value and Cost-Benefit Analyses (CBA) have been used for value determination and comparison. The results show that the per year TEV of mangroves in the study area (Takalar district, South Sulawesi) was in the range of 4370 thousands USD (kUSD) to 10,597 kUSD or 4 kUSD to 8 kUSD per hectare (the highest value contribution derived from the indirect use value (94%)), whereas commercial aquaculture had a net benefit value of 228 kUSD or 3 kUSD per hectare. In addition, the comparison of Net Present Value (NPV) between the benefit value of mangroves and that of commercial aquaculture revealed that conversion of mangroves into commercial aquaculture was not economically beneficial when the analysis was expanded to cover the costs of environmental and forest rehabilitation. © 2015 by the authors.",Commercial aquaculture and Economic valuation and Indonesia and Mangroves and South Sulawesi and Indonesia and South Sulawesi and Rhizophoraceae and Tobacco etch virus and Aquaculture and Cost effectiveness and Costs and Economic analysis and Economics and Ecosystems and Economic valuation and Ecosystem services and Forest rehabilitation and Indonesia and Mangroves and South Sulawesi and Total economic values and Value determination and aquaculture and commercialization and cost-benefit analysis and ecosystem service and mangrove and valuation and Cost benefit analysis,10.3390/f6093028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946605851&doi=10.3390%2ff6093028&partnerID=40&md5=ca879d61145e3f818ce95403f84b1ead,Export Date: 25 April 2025; Cited By: 69,NA,JOUR,9,3028,3044,NA,SEP,1999-4907,WOS:000362558500007,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","2728, 4107"
2730,Scopus,Article,"Almeida, F.V.D. and Lopes, M.T.G. and Valente, M.S.F. and Bentes, J.L.D.S.",2015,Genetic diversity among and within populations of Cenostigma tocantinum Ducke,Scientia Forestalis/Forest Sciences,43,NA,"C. tocantinum (Caesalpinoideae) is an arboreal and shrubby species, native to Brazil and its wood is used in building and the trees are used in afforestation projects. This study aimed to evaluate genetic diversity among and within C. tocantinum populations used in afforestation projects by AFLP markers. Ninety plants were sampled in three populations in cities of the state of Amazonas: Manaus, Parintins and Presidente Figueiredo. The AFLP markers were efficient for the genetic differentiation of populations, revealing 186 loci, 132 (71%) being polymorphic, from four combinations of primers. The mantel test indicated that geographical distance is correlated with the genetic differentiation among populations (r: 0.5034, P = 0.001), which may have been influenced by gene flow. The clustering and Bayesian cluster analysis permitted the identification of genetic similarity between the populations of Manaus and Parintins. However, most genetic diversity occurs within populations. The inter-and intra-population variations were 36.6% and 63.4%, respectively. For an arboreal species, such as C. tocantinum, used in urban afforestation projects, the introduction of plants into news projects coming from appropriate sampling in other populations assists in the genetic conservation of the species.",AFLP and Cenostigma tocantinum and Genetic variability and Cluster analysis and Conservation and Reforestation and AFLP and Caesalpinoideae and Cenostigma tocantinum and Genetic differentiation and Genetic diversity and Genetic similarities and Genetic variability and Population variation and Biodiversity,10.18671/scifor.v43n108.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958757484&doi=10.18671%2fscifor.v43n108.1&partnerID=40&md5=5bca92da150f6bea3b50e0d6076d6415,Export Date: 25 April 2025; Cited By: 3,NA,JOUR,108,753,762,Diversidade genética entre e dentro de populações de Cenostigma tocantinum Ducke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2730
2731,Scopus,Book chapter,"De Albuquerque, M.F.C.",2015,The sustainable use of biodiversity and its implications in agriculture: The agroforestry case in the Brazilian legal framework,Legal Aspects of Sustainable Development: Horizontal and Sectorial Policy Issues,NA,NA,"Brazil is one of the biggest exporters of farm products and one of the most biologically diverse countries in the world. Nevertheless, agricultural expansion and the constant search for higher productivity are main factors leading to biodiversity loss. Thus, the promotion of rural sustainable development is considered a major challenge for Brazilian agricultural policy. In this context, agroforestry system of production might represent a viable solution, since it promotes biodiversity conservation without jeopardizing farm output. However, the complexity of the system may represent an obstacle to its legal implementation. Hence, this paper aims to analyse whether the Brazilian legal framework is well enough structured to implement this system in all its complexity. More widely, this research is seeking solutions to the conflict between traditional farming methods and the biodiversity conservation imperative in Brazil. In order to assess these issues question applied research was implemented and supported by an in-depth literature and legislation review. Amongst the results, this paper shows that according to the green economy’s theory of strong sustainability, the agroforestry way of production represent a sustainable agricultural system because the quality and the quantity of each component of the natural stock is maintained in its original state. Nevertheless, this paper concludes that, regarding the Brazilian context, the potential of the agroforestry systems is constraint by the lack of supportive regulatory framework. © Springer International Publishing Switzerland 2016.",Agroforestry system and Brazilian legislation and Sustainable agriculture,10.1007/978-3-319-26021-1_30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957033814&doi=10.1007%2f978-3-319-26021-1_30&partnerID=40&md5=0b6382fc92b5b1be6c256914c8ce5193,Export Date: 25 April 2025; Cited By: 1,NA,CHAP,NA,585,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2731
2732,Scopus,Article,"Tremblay, S. and Lucotte, M. and Revéret, J.-P. and Davidson, R. and Mertens, F. and Passos, C.J.S. and Romaña, C.A.",2015,Agroforestry systems as a profitable alternative to slash and burn practices in small-scale agriculture of the Brazilian Amazon,Agroforestry Systems,89,NA,"Agroforestry systems are widely recognized as an important way to address numerous environmental challenges in tropical areas. They represent a sustainable alternative form of land-use for small-scale agriculture, responding to the economic development needs of communities and offering a number of ecosystem services. This article presents an evaluation of the short- and medium-term profitability of two experimental agroforestry systems where fruit trees are predominant, which were established in 2009 in the Tapajós region of the Brazilian Amazon, state of Pará. An analysis of net present value (NPV) confirms that the two experimental systems studied recover their total implementation and operating costs within a 20 years time horizon. These results underlie that prices of inputs are stable and farmers have access to markets, credit, and agricultural knowledge. The two experimental systems are compared to plots under traditional slash-and-burn cultivation, and Bragantino system. The results support changes to public policies in order to facilitate alternatives to slash-and-burn cultivation by supporting access to credit, knowledge of alternative agricultural practices, transportation systems, and industries that transform agricultural products. The consideration of ecosystem services should add a supplementary argument in favour of policies that promote agroforestry systems and thus limit the practice of slash-and-burn subsistence agriculture. © 2014, Springer Science+Business Media Dordrecht.",Amazon deforestation and Fruit-tree based agroforestry systems and Net present value and Small-scale farming and Amazonia and Brazil and Para [Brazil] and Santarem [Para] and agricultural practice and agroforestry and alternative agriculture and burning and deforestation and ecosystem service and profitability,10.1007/s10457-014-9753-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928259785&doi=10.1007%2fs10457-014-9753-y&partnerID=40&md5=4c08cc9e35504c04b922c0196f02dd55,Export Date: 25 April 2025; Cited By: 34,NA,JOUR,2,193,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2732
2734,Scopus,Article,"Hasegawa, T. and Matsuoka, Y.",2015,Climate change mitigation strategies in agriculture and land use in Indonesia,"Mitigation and Adaptation Strategies for Global Change, MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE",20,NA,"We quantitatively evaluated mitigation potentials of greenhouse gas emissions from agriculture and land use sectors in Indonesia. We also determined for the land use sector 1) how much time is needed to plan the mitigation strategy, and 2) how much time is needed to evaluate the effectiveness of mitigation measures? We used a bottom-up type model on emission mitigation named Agriculture Forestry and Other Land Use Bottom-up model (AFOLU-B model) to consider a characteristics time sequence of actions, effects and costs of mitigation countermeasures. To input to the model, we developed future scenarios on human activities in these sectors based on data from Indonesian government. We found that i) evaluation on effects and costs of mitigation measures from a long-term viewpoint and their continuing implementation are required to increase future mitigation potentials under a limited budget. ii) a long-term reduction target will also play an important role for cost-effective countermeasure selection. iii) reforestation of slow glowing species and enhanced natural regeneration will cause great increase in mitigation potential in the country. © 2013, Springer Science+Business Media Dordrecht.",Agriculture and Climate change and Indonesia and Land use change and Mitigation potentials,10.1007/s11027-013-9498-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882744678&doi=10.1007%2fs11027-013-9498-3&partnerID=40&md5=86bffd702b23af402ad85671f40c2e1e,Export Date: 25 April 2025; Cited By: 38,NA,JOUR,3,409,424,NA,MAR,1381-2386 and 1573-1596,WOS:000349637200005,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","2734, 5226"
2737,Scopus,Article,"Dias-Terceiro, R.G. and Kaefer, I.L. and de Fraga, R. and de Araújo, M.C. and Simões, P.I. and Lima, A.P.",2015,"A Matter of Scale: Historical and Environmental Factors Structure Anuran Assemblages from the Upper Madeira River, Amazonia","Biotropica, BIOTROPICA",47,NA,"Biogeographical history and current ecological interactions have usually been addressed separately to explain the spatial distribution of patterns of biodiversity. In this study, we evaluated the integrated effects of biogeographical and environmental factors in structuring the diurnal amphibian anuran assemblages of the upper Madeira River, southwestern Amazonia. We used a sampling design involving 98 standardized units, distributed across seven locations covering both banks of the river's course in the state of Rondônia, Brazil. We conducted searches for frogs in three campaigns between February 2010 and February 2011, aiming to: (1) evaluate the effect of the Madeira River as a biogeographic barrier at the species-assemblage level, and (2) test the influence of seven environmental variables (vegetation structure, vegetation cover, soil nutrients, soil structure, slope, elevation, and distance from the river bank) on the spatial structure of the frog assemblages, separately on each riverbank. Thirteen species of diurnal frogs were recorded, six of which were restricted to one of the river margins. Multivariate analysis of variance indicated a significant effect of the river as a barrier. Multiple regression analyses suggested that the environmental variables structuring frog assemblages differ on either side of the river. We found that both historical elements (on a regional scale) and environmental factors (at a local scale) shaped the occurrence and distribution of frog species in the study area. © 2015 The Association for Tropical Biology and Conservation.",Amphibia and Anura and Diurnal frogs and Environmental gradients and Riverine barrier and Rondônia and Species composition and Brazil and Madeira River and Rondonia and Amphibia and Anura and Nia and biodiversity and biogeography and community structure and diurnal variation and environmental factor and frog and population structure and river bank and soil nutrient and spatial distribution and vegetation cover,10.1111/btp.12197,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924251109&doi=10.1111%2fbtp.12197&partnerID=40&md5=2d5e1c6bdafd341def685416989cf006,Export Date: 25 April 2025; Cited By: 56,NA,JOUR,2,259,266,NA,MAR,0006-3606 and 1744-7429,WOS:000350980800014,NA,NA,NA,NA,NA,NA,NA,NA,"unknown, unknown","2737, 5084"
2738,Scopus,Article,"Brandão, C.B. and da Silva, A.S. and de Miranda, R.A.C. and Guerra, A.J.T.",2016,"Determination of climatological profile of Santo Antônio de Pádua municipality, Rio de Janeiro state and its applicability to degraded areas recovery",Anuario do Instituto de Geociencias,39,NA,"The municipality of Santo Antonio de Padua, located in the northwest State of Rio de Janeiro-RJ has been and is currently characterized by economic activities highly degrading the environment. As a consequence of process, it is possible to highlight the decline of springs, reduced biodiversity, increased frequency of floods and changes in temperature and water balance, culminating in a process of desertification in the region. The present study was conducted through analysis of historical series of temperature (1980-1995) and (2001-2010) precipitation (1980-1985) and determined the climatic classification of the municipality according to Thornthwaite methodology, which has also been used in calculating the climatic water balance to estimate water availability in the municipality. The present study aimed to investigate the trends of climatic parameters and their impact on the physical environment, as well as its applicability in planning the recovery of degraded lands. According to the analysis of the water balance and the historical series of temperature and rainfall, the region presents marked water deficit during the winter, when there is an upward trend of average monthly temperatures. Knowing the climatological profile has allowed us to define the best methodological alternatives for reforestation of the region, demonstrating the importance of evaluating these parameters in any kind of recovery planning forest. © 2016, Universidade Federal do Rio de Janeiro. All rights reserved.",Climate and Desertification and Reforestation and Santo Antônio de Pádua municipality and Brazil and Rio de Janeiro [Brazil] and Rio de Janeiro [Rio de Janeiro (STT)] and administrative system and climate classification and desertification and environmental degradation and environmental legislation and environmental restoration and land reclamation and recovery plan and reforestation and water availability,10.11137/2016_1_05_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960101787&doi=10.11137%2f2016_1_05_12&partnerID=40&md5=cd60b0cc4cf9808f32cb265c803f0c86,Export Date: 25 April 2025; Cited By: 0,NA,JOUR,1,5,12,A determinação do perfil climatológico do município de Santo Antônio de Pádua-RJ e sua aplicabilidade na recuperação de áreas degradadas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2738
2741,Scopus,Article,"Abrams, J.F. and Hohn, S. and Rixen, T. and Baum, A. and Merico, A.",2016,The impact of Indonesian peatland degradation on downstream marine ecosystems and the global carbon cycle,Global Change Biology,22,NA,"Tropical peatlands are among the most space-efficient stores of carbon on Earth containing approximately 89 Gt C. Of this, 57 Gt (65%) are stored in Indonesian peatlands. Large-scale exploitation of land, including deforestation and drainage for the establishment of oil palm plantations, is changing the carbon balance of Indonesian peatlands, turning them from a natural sink to a source via outgassing of CO2 to the atmosphere and leakage of dissolved organic carbon (DOC) into the coastal ocean. The impacts of this perturbation to the coastal environment and at the global scale are largely unknown. Here, we evaluate the downstream effects of released Indonesian peat carbon on coastal ecosystems and on the global carbon cycle. We use a biogeochemical box model in combination with novel and literature observations to investigate the impact of different carbon emission scenarios on the combined ocean-atmosphere system. The release of all carbon stored in the Indonesian peat pool, considered as a worst-case scenario, will increase atmospheric pCO2 by 8 ppm to 15 ppm within the next 200 years. The expected impact on the Java Sea ecosystems is most significant on the short term (over a few hundred years) and is characterized by an increase of 3.3% in phytoplankton, 32% in seagrass biomass, and 5% decrease in coral biomass. On the long term, however, the coastal ecosystems will recover to reach near pre-excursion conditions. Our results suggest that the ultimate fate of the peat carbon is in the deep ocean with 69% of it landing in the deep DIC pool after 1000 years, but the effects on the global ocean carbonate chemistry will be marginal. © 2016 John Wiley & Sons Ltd.",Biogeochemical modeling and Carbon cycle and Carbon emissions and Indonesia and Tropical peat and Aquatic Organisms and Atmosphere and Biomass and Carbon and Carbon Cycle and Carbon Dioxide and Ecosystem and Indonesia and Oceans and Seas and Seawater and Soil and Indonesia and Anthozoa and Elaeis and carbon and carbon dioxide and sea water and soil and atmosphere-ocean system and carbon cycle and carbon emission and carbon sequestration and deep sea and degradation and dissolved inorganic carbon and ecological impact and marine ecosystem and peatland and aquatic species and atmosphere and biomass and carbon cycle and chemistry and ecosystem and Indonesia and sea and soil,10.1111/gcb.13108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954397340&doi=10.1111%2fgcb.13108&partnerID=40&md5=c2f512f10fe2b735efb4d5c063e04eff,Export Date: 25 April 2025; Cited By: 25,NA,JOUR,1,325,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2741
2742,Scopus,Article,"Nunes, S.S. and Barlow, J. and Gardner, T.A. and Siqueira, J.V. and Sales, M.R. and Souza, C.M.",2015,A 22 year assessment of deforestation and restoration in riparian forests in the eastern Brazilian Amazon,Environmental Conservation,42,NA,"SUMMARY Brazilian environmental law imposes more restrictions on land-use change by private landowners in riparian forests than in non-riparian forest areas, reflecting recognition of their importance for the conservation of biodiversity and key ecosystem services. A 22-year time series of classified Landsat images was used to evaluate deforestation and forest regeneration in riparian permanent preservation areas over the past two decades, focusing on the municipality of Paragominas in the state of Pará in eastern Amazonia. There was no evidence that riparian forests had been more effectively protected than non-riparian forests. Instead, deforestation was found to be comparatively higher inside riparian permanent preservation areas as recently as 2010, indicating a widespread failure of private property owners to comply with environmental legislation. There was no evidence for higher levels of regeneration in riparian zones, although property owners are obliged by law to restore such areas. A number of factors limit improvements in the protection and restoration of riparian forests. These include limited awareness of environmental compliance requirements, the need for improved technical capacity in mapping the distribution and extent of riparian forests and the boundaries of private properties, and improved access to the financial resources and technical capacity needed to support restoration projects. Copyright © Foundation for Environmental Conservation 2014.",Brazilian environmental law and forest restoration and Landsat classification and permanent preservation areas and riparian forest and Brazil and Classification and Environmental Auditing and Forests and Legislation and Amazonia and Brazil and Para [Brazil] and Paragominas and Biodiversity and Deforestation and Ecosystems and Environmental protection and Environmental regulations and Land use and Reforestation and Restoration and Environmental law and Forest restoration and LANDSAT and permanent preservation areas and Riparian forests and deforestation and ecosystem service and environmental legislation and forest management and image classification and land use change and landowner and Landsat and riparian forest and Conservation,10.1017/S0376892914000356,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938408582&doi=10.1017%2fS0376892914000356&partnerID=40&md5=7378406027307ec4169eb9a7292503c8,Export Date: 25 April 2025; Cited By: 40,NA,JOUR,3,193,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2742
2747,Scopus,Book chapter,"Yamamoto, Y. and Takeuchi, K.",2015,"The potential for REDD+ in peatland of Central Kalimantan, Indonesia",Tropical Peatland Ecosystems,NA,NA,"This chapter investigates the potential for REDDC in peatland of the Central Kalimantan Province of Indonesia, where a large peatland area captures substantial amounts of carbon. We briefly review the key features of REDDC that have been discussed in international negotiations as well as evaluate the estimated break-even prices for emission reductions through forest conservation. On the basis of estimation results, we conclude that, while REDDC would be potentially beneficial for mitigating global climate change as well as beneficial to the local community, many issues need to be better understood before arriving at a workable institutional designs. Our estimates for the Central Kalimantan case show that the break-even price for carbon is USD 15.45 per ton of carbon, which is far below the average price of carbon credits in 2009. This figure would be reduced to USD 0.71 per ton of carbon, when we include carbon captured in peat. On the other hand, the break-even price becomes much higher than the price of the carbon credits when we consider the possibilities of oil palm plantations. We also discuss the significant roles of economic and noneconomic incentives in successfully implementing REDDC thorough the households’ fire prevention activities. © Springer Japan 2016.",Break-even price and Central Kalimantan and Fire prevention and Indonesia and REDD+,10.1007/978-4-431-55681-7_39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018938097&doi=10.1007%2f978-4-431-55681-7_39&partnerID=40&md5=2907f99e2a8c448aff95fbbc9b83055f,Export Date: 25 April 2025; Cited By: 5,NA,CHAP,NA,599,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,2747
